Subfolder, File Name,Max Diameter uM,Min Diameter uM,Diameter uM,Area,Equivalent Circle Diameter, Ellipse Major, Ellipse Minor, Circularity,Bumpy,Solidity, Meets Criteria 
,cOrg3.jpg,830.37121574,731.706203828,781.038709784,412664.280593,512.552670831,752.519598,698.215012802,0.271205535766,0.927836317695,0.918163867664,True
,cOrg1.jpg,766.99076809,698.895641492,732.943204791,417310.323407,515.429920643,760.805868815,698.385787974,0.365385593154,0.917955311073,0.972831342773,True
,cOrg2.jpg,1059.17759542,870.749612341,964.963603882,546351.061855,589.76087411,911.330381345,763.318980143,0.209164509531,0.837587548674,0.805743928362,True
,cOrg4.jpg,902.232949145,698.179248609,800.206098877,407568.34738,509.378119409,779.603309619,665.636139128,0.244003127795,0.85381389601,0.91949696028,True
